ID del caso,Fecha de transacción,Fecha de disputa,Monto de la transacción (USD),Tipo de tarjeta,Tipo de operación,Motivo del chargeback,Categoría del comercio,Estado de la disputa,País del cliente,Caso fallido,Tipología de fraude,Transaction_Amount,Merchant_Name,Chargeback_Status,Recuperación_CBKs,Devoluciones_Comercio,Fallido,ARN de la operación,Estado del informe,Fecha del informe,Fraude evitado (USD),País del Merchant
C-001461,2023-03-02,2023-05-20,1.04,Crédito,Cambio de divisa,Producto no recibido,Entretenimiento,Ganada,Francia,Sí,Fraude de identidad,1.04 €,Comercio_857,DEVOLUCIÓN COMERCIO,0.00 €,1.04 €,0.00 €,ARN00001461,Pendiente,Pendiente,0.0,México
C-001462,2023-03-03,2023-05-06,853.5,Débito,Operación,Producto defectuoso,Entretenimiento,Ganada,Estados Unidos,Sí,Uso no autorizado,853.50 €,Comercio_653,PRE-ARBITRAJE GANADO,853.50 €,0.00 €,0.00 €,ARN00001462,Hecho,2023-03-03,49.13,Australia
C-001463,2023-03-04,2023-05-05,268.35,Crédito,Operación,Producto no recibido,Salud y belleza,Ganada,Alemania,No,Fraude de identidad,268.35 €,Comercio_263,PRE-ARBITRAJE GANADO,268.35 €,0.00 €,0.00 €,ARN00001463,Pendiente,Pendiente,0.0,India
C-001463,2023-03-04,2023-05-06,1.05,Crédito,Cambio de divisa,Producto no recibido,Salud y belleza,Ganada,Alemania,No,Fraude de identidad,1.05 €,Comercio_263,PRE-ARBITRAJE GANADO,1.05 €,0.00 €,0.00 €,ARN00001463,Pendiente,Pendiente,0.0,India
C-001464,2023-03-05,2023-06-02,74.56,Débito,Operación,Duplicación de cargos,Electrónica,Ganada,México,Sí,Phishing,74.56 €,Comercio_948,PRE-ARBITRAJE GANADO,74.56 €,0.00 €,0.00 €,ARN00001464,Pendiente,Pendiente,0.0,Alemania
C-001465,2023-03-06,2023-05-10,458.2,Débito,Operación,Reembolso no procesado,Ropa y accesorios,Ganada,México,Sí,Robo de tarjeta,458.20 €,Comercio_1571,CBK GANADO,458.20 €,0.00 €,0.00 €,ARN00001465,Hecho,2023-03-06,670.07,Canadá
C-001466,2023-03-07,2023-05-27,411.49,Débito,Operación,Fraude sospechado,Comida y bebidas,Ganada,Reino Unido,Sí,Robo de tarjeta,411.49 €,Comercio_466,PRE-ARBITRAJE GANADO,411.49 €,0.00 €,0.00 €,ARN00001466,Hecho,2023-03-07,685.96,México
C-001467,2023-03-08,2023-05-08,571.5,Débito,Operación,Reembolso no procesado,Hogar y jardín,Ganada,India,Sí,Fraude amistoso,571.50 €,Comercio_1210,CBK GANADO,571.50 €,0.00 €,0.00 €,ARN00001467,Hecho,2023-03-08,385.07,Alemania
C-001468,2023-03-09,2023-06-04,795.67,Crédito,Operación,Producto no recibido,Comida y bebidas,Ganada,Australia,No,Fraude amistoso,795.67 €,Comercio_1233,DEVOLUCIÓN COMERCIO,0.00 €,795.67 €,0.00 €,ARN00001468,Pendiente,Pendiente,0.0,Alemania
C-001468,2023-03-09,2023-05-08,1.35,Crédito,Cambio de divisa,Producto no recibido,Comida y bebidas,Ganada,Australia,No,Fraude amistoso,1.35 €,Comercio_1233,DEVOLUCIÓN COMERCIO,0.00 €,1.35 €,0.00 €,ARN00001468,Pendiente,Pendiente,0.0,Alemania
C-001469,2023-03-10,2023-06-03,428.57,Crédito,Operación,Fraude sospechado,Entretenimiento,Ganada,India,Sí,Robo de tarjeta,428.57 €,Comercio_805,DEVOLUCIÓN COMERCIO,0.00 €,428.57 €,0.00 €,ARN00001469,Pendiente,Pendiente,0.0,India
C-001470,2023-03-11,2023-06-05,1.27,Crédito,Cambio de divisa,Producto defectuoso,Salud y belleza,Ganada,México,No,Fraude amistoso,1.27 €,Comercio_1424,DEVOLUCIÓN COMERCIO,0.00 €,1.27 €,0.00 €,ARN00001470,Hecho,2023-03-11,365.26,India
C-001470,2023-03-11,2023-06-07,602.73,Crédito,Operación,Producto defectuoso,Salud y belleza,Ganada,México,No,Fraude amistoso,602.73 €,Comercio_1424,DEVOLUCIÓN COMERCIO,0.00 €,602.73 €,0.00 €,ARN00001470,Hecho,2023-03-11,365.26,India
C-001471,2023-03-12,2023-05-11,843.79,Débito,Operación,Producto no recibido,Entretenimiento,Ganada,India,No,Fraude amistoso,843.79 €,Comercio_137,PRE-ARBITRAJE GANADO,843.79 €,0.00 €,0.00 €,ARN00001471,Pendiente,Pendiente,0.0,India
C-001472,2023-03-13,2023-05-17,560.29,Débito,Operación,Transacción no autorizada,Ropa y accesorios,Perdida,Alemania,Sí,Uso no autorizado,560.29 €,Comercio_1065,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,560.29 €,ARN00001472,Hecho,2023-03-13,587.72,Estados Unidos
C-001473,2023-03-14,2023-05-16,476.55,Débito,Operación,Fraude sospechado,Comida y bebidas,Ganada,México,Sí,Fraude amistoso,476.55 €,Comercio_1397,DEVOLUCIÓN COMERCIO,0.00 €,476.55 €,0.00 €,ARN00001473,Hecho,2023-03-14,547.9,Estados Unidos
C-001474,2023-03-15,2023-06-02,408.01,Crédito,Operación,Producto defectuoso,Ropa y accesorios,Ganada,Francia,No,Fraude de identidad,408.01 €,Comercio_1845,DEVOLUCIÓN COMERCIO,0.00 €,408.01 €,0.00 €,ARN00001474,Hecho,2023-03-15,551.88,Canadá
C-001475,2023-03-16,2023-06-04,0.82,Crédito,Cambio de divisa,Producto defectuoso,Salud y belleza,Perdida,Alemania,Sí,Robo de tarjeta,0.82 €,Comercio_1552,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.82 €,ARN00001475,Pendiente,Pendiente,0.0,India
C-001475,2023-03-16,2023-06-01,130.63,Crédito,Operación,Producto defectuoso,Salud y belleza,Perdida,Alemania,Sí,Robo de tarjeta,130.63 €,Comercio_1552,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,130.63 €,ARN00001475,Pendiente,Pendiente,0.0,India
C-001476,2023-03-17,2023-05-19,355.15,Débito,Operación,Transacción no autorizada,Electrónica,Ganada,Canadá,Sí,Phishing,355.15 €,Comercio_34,CBK GANADO,355.15 €,0.00 €,0.00 €,ARN00001476,Pendiente,Pendiente,0.0,México
C-001477,2023-03-18,2023-06-03,1.46,Débito,Cambio de divisa,Producto defectuoso,Hogar y jardín,Ganada,Canadá,No,Fraude amistoso,1.46 €,Comercio_113,CBK GANADO,1.46 €,0.00 €,0.00 €,ARN00001477,Hecho,2023-03-18,534.24,Australia
C-001477,2023-03-18,2023-06-13,54.74,Débito,Operación,Producto defectuoso,Hogar y jardín,Ganada,Canadá,No,Fraude amistoso,54.74 €,Comercio_113,CBK GANADO,54.74 €,0.00 €,0.00 €,ARN00001477,Hecho,2023-03-18,534.24,Australia
C-001478,2023-03-19,2023-05-26,736.69,Crédito,Operación,Fraude sospechado,Salud y belleza,Perdida,Australia,No,Phishing,736.69 €,Comercio_1713,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,736.69 €,ARN00001478,Pendiente,Pendiente,0.0,Australia
C-001479,2023-03-20,2023-05-31,459.69,Crédito,Operación,Producto no recibido,Entretenimiento,Ganada,Reino Unido,No,Uso no autorizado,459.69 €,Comercio_800,CBK GANADO,459.69 €,0.00 €,0.00 €,ARN00001479,Pendiente,Pendiente,0.0,Alemania
C-001480,2023-03-21,2023-06-10,1.3,Débito,Cambio de divisa,Producto defectuoso,Entretenimiento,Ganada,Canadá,No,Robo de tarjeta,1.30 €,Comercio_268,PRE-ARBITRAJE GANADO,1.30 €,0.00 €,0.00 €,ARN00001480,Pendiente,Pendiente,0.0,Estados Unidos
C-001480,2023-03-21,2023-06-05,215.29,Débito,Operación,Producto defectuoso,Entretenimiento,Ganada,Canadá,No,Robo de tarjeta,215.29 €,Comercio_268,PRE-ARBITRAJE GANADO,215.29 €,0.00 €,0.00 €,ARN00001480,Pendiente,Pendiente,0.0,Estados Unidos
C-001481,2023-03-22,2023-06-15,175.26,Crédito,Operación,Producto no recibido,Ropa y accesorios,Perdida,Francia,No,Uso no autorizado,175.26 €,Comercio_116,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,175.26 €,ARN00001481,Pendiente,Pendiente,0.0,Canadá
C-001482,2023-03-23,2023-06-13,937.68,Crédito,Operación,Transacción no autorizada,Hogar y jardín,Ganada,Alemania,Sí,Robo de tarjeta,937.68 €,Comercio_267,CBK GANADO,937.68 €,0.00 €,0.00 €,ARN00001482,Pendiente,Pendiente,0.0,Australia
C-001482,2023-03-23,2023-06-10,0.97,Crédito,Cambio de divisa,Transacción no autorizada,Hogar y jardín,Ganada,Alemania,Sí,Robo de tarjeta,0.97 €,Comercio_267,CBK GANADO,0.97 €,0.00 €,0.00 €,ARN00001482,Pendiente,Pendiente,0.0,Australia
C-001483,2023-03-24,2023-06-13,181.38,Débito,Operación,Producto no recibido,Comida y bebidas,Ganada,India,No,Uso no autorizado,181.38 €,Comercio_1025,CBK GANADO,181.38 €,0.00 €,0.00 €,ARN00001483,Pendiente,Pendiente,0.0,Canadá
C-001484,2023-03-25,2023-06-05,599.19,Débito,Operación,Producto no recibido,Hogar y jardín,Perdida,India,Sí,Fraude amistoso,599.19 €,Comercio_1247,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,599.19 €,ARN00001484,Pendiente,Pendiente,0.0,India
C-001484,2023-03-25,2023-06-20,0.91,Débito,Cambio de divisa,Producto no recibido,Hogar y jardín,Perdida,India,Sí,Fraude amistoso,0.91 €,Comercio_1247,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.91 €,ARN00001484,Pendiente,Pendiente,0.0,India
C-001485,2023-03-26,2023-06-01,0.97,Débito,Cambio de divisa,Reembolso no procesado,Salud y belleza,Ganada,Canadá,No,Phishing,0.97 €,Comercio_506,PRE-ARBITRAJE GANADO,0.97 €,0.00 €,0.00 €,ARN00001485,Hecho,2023-03-26,74.19,Estados Unidos
C-001485,2023-03-26,2023-05-25,992.11,Débito,Operación,Reembolso no procesado,Salud y belleza,Ganada,Canadá,No,Phishing,992.11 €,Comercio_506,PRE-ARBITRAJE GANADO,992.11 €,0.00 €,0.00 €,ARN00001485,Hecho,2023-03-26,74.19,Estados Unidos
C-001486,2023-03-27,2023-05-26,702.81,Crédito,Operación,Transacción no autorizada,Entretenimiento,Perdida,México,Sí,Phishing,702.81 €,Comercio_1735,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,702.81 €,ARN00001486,Pendiente,Pendiente,0.0,India
C-001487,2023-03-28,2023-06-01,152.8,Crédito,Operación,Duplicación de cargos,Ropa y accesorios,Perdida,México,Sí,Fraude de identidad,152.80 €,Comercio_551,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,152.80 €,ARN00001487,Hecho,2023-03-28,840.82,Estados Unidos
C-001488,2023-03-29,2023-06-16,829.39,Crédito,Operación,Reembolso no procesado,Electrónica,Perdida,Reino Unido,Sí,Phishing,829.39 €,Comercio_1844,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,829.39 €,ARN00001488,Pendiente,Pendiente,0.0,India
C-001488,2023-03-29,2023-06-27,1.35,Crédito,Cambio de divisa,Reembolso no procesado,Electrónica,Perdida,Reino Unido,Sí,Phishing,1.35 €,Comercio_1844,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.35 €,ARN00001488,Pendiente,Pendiente,0.0,India
C-001489,2023-03-30,2023-06-19,558.67,Crédito,Operación,Producto defectuoso,Comida y bebidas,Perdida,México,No,Fraude amistoso,558.67 €,Comercio_7,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,558.67 €,ARN00001489,Hecho,2023-03-30,575.92,Estados Unidos
C-001490,2023-03-31,2023-06-16,36.93,Débito,Operación,Reembolso no procesado,Entretenimiento,Ganada,Australia,No,Phishing,36.93 €,Comercio_923,PRE-ARBITRAJE GANADO,36.93 €,0.00 €,0.00 €,ARN00001490,Hecho,2023-03-31,246.76,India
C-001490,2023-03-31,2023-06-15,0.87,Débito,Cambio de divisa,Reembolso no procesado,Entretenimiento,Ganada,Australia,No,Phishing,0.87 €,Comercio_923,PRE-ARBITRAJE GANADO,0.87 €,0.00 €,0.00 €,ARN00001490,Hecho,2023-03-31,246.76,India
C-001491,2023-04-01,2023-06-16,1.05,Débito,Cambio de divisa,Transacción no autorizada,Electrónica,Perdida,India,No,Fraude de identidad,1.05 €,Comercio_990,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.05 €,ARN00001491,Hecho,2023-04-01,729.64,México
C-001491,2023-04-01,2023-06-28,696.04,Débito,Operación,Transacción no autorizada,Electrónica,Perdida,India,No,Fraude de identidad,696.04 €,Comercio_990,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,696.04 €,ARN00001491,Hecho,2023-04-01,729.64,México
C-001492,2023-04-02,2023-06-29,967.9,Débito,Operación,Reembolso no procesado,Salud y belleza,Perdida,Francia,Sí,Fraude de identidad,967.90 €,Comercio_1879,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,967.90 €,ARN00001492,Hecho,2023-04-02,870.8,Canadá
C-001493,2023-04-03,2023-06-24,800.63,Débito,Operación,Duplicación de cargos,Entretenimiento,Ganada,India,Sí,Fraude de identidad,800.63 €,Comercio_801,PRE-ARBITRAJE GANADO,800.63 €,0.00 €,0.00 €,ARN00001493,Pendiente,Pendiente,0.0,Estados Unidos
C-001493,2023-04-03,2023-06-10,0.87,Débito,Cambio de divisa,Duplicación de cargos,Entretenimiento,Ganada,India,Sí,Fraude de identidad,0.87 €,Comercio_801,PRE-ARBITRAJE GANADO,0.87 €,0.00 €,0.00 €,ARN00001493,Pendiente,Pendiente,0.0,Estados Unidos
C-001494,2023-04-04,2023-06-07,819.49,Débito,Operación,Producto no recibido,Ropa y accesorios,Perdida,Canadá,Sí,Phishing,819.49 €,Comercio_638,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,819.49 €,ARN00001494,Pendiente,Pendiente,0.0,India
C-001495,2023-04-05,2023-06-09,728.83,Débito,Operación,Transacción no autorizada,Salud y belleza,Ganada,Australia,No,Fraude de identidad,728.83 €,Comercio_1098,CBK GANADO,728.83 €,0.00 €,0.00 €,ARN00001495,Pendiente,Pendiente,0.0,India
C-001496,2023-04-06,2023-06-21,33.37,Débito,Operación,Fraude sospechado,Ropa y accesorios,Perdida,Alemania,Sí,Robo de tarjeta,33.37 €,Comercio_3,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,33.37 €,ARN00001496,Hecho,2023-04-06,626.88,México
C-001497,2023-04-07,2023-06-09,164.24,Crédito,Operación,Producto defectuoso,Comida y bebidas,Ganada,México,No,Fraude de identidad,164.24 €,Comercio_1395,DEVOLUCIÓN COMERCIO,0.00 €,164.24 €,0.00 €,ARN00001497,Pendiente,Pendiente,0.0,Canadá
C-001498,2023-04-08,2023-06-15,26.43,Débito,Operación,Producto defectuoso,Ropa y accesorios,Ganada,Reino Unido,No,Robo de tarjeta,26.43 €,Comercio_766,PRE-ARBITRAJE GANADO,26.43 €,0.00 €,0.00 €,ARN00001498,Pendiente,Pendiente,0.0,India
C-001498,2023-04-08,2023-06-21,1.36,Débito,Cambio de divisa,Producto defectuoso,Ropa y accesorios,Ganada,Reino Unido,No,Robo de tarjeta,1.36 €,Comercio_766,PRE-ARBITRAJE GANADO,1.36 €,0.00 €,0.00 €,ARN00001498,Pendiente,Pendiente,0.0,India
C-001499,2023-04-09,2023-06-16,36.93,Débito,Operación,Reembolso no procesado,Comida y bebidas,Ganada,Estados Unidos,No,Robo de tarjeta,36.93 €,Comercio_1909,PRE-ARBITRAJE GANADO,36.93 €,0.00 €,0.00 €,ARN00001499,Pendiente,Pendiente,0.0,Alemania
C-001500,2023-04-10,2023-06-11,67.92,Débito,Operación,Transacción no autorizada,Ropa y accesorios,Ganada,Reino Unido,Sí,Uso no autorizado,67.92 €,Comercio_425,CBK GANADO,67.92 €,0.00 €,0.00 €,ARN00001500,Pendiente,Pendiente,0.0,India
C-001501,2023-04-11,2023-06-25,481.77,Crédito,Operación,Producto no recibido,Comida y bebidas,Ganada,Estados Unidos,No,Fraude de identidad,481.77 €,Comercio_1269,DEVOLUCIÓN COMERCIO,0.00 €,481.77 €,0.00 €,ARN00001501,Hecho,2023-04-11,706.77,Australia
C-001502,2023-04-12,2023-06-30,308.51,Crédito,Operación,Producto no recibido,Entretenimiento,Perdida,México,Sí,Fraude de identidad,308.51 €,Comercio_648,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,308.51 €,ARN00001502,Hecho,2023-04-12,626.4,México
C-001503,2023-04-13,2023-07-01,993.47,Débito,Operación,Producto defectuoso,Salud y belleza,Perdida,Australia,No,Phishing,993.47 €,Comercio_310,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,993.47 €,ARN00001503,Hecho,2023-04-13,940.16,Australia
C-001504,2023-04-14,2023-06-26,1.16,Crédito,Cambio de divisa,Transacción no autorizada,Ropa y accesorios,Ganada,Francia,Sí,Uso no autorizado,1.16 €,Comercio_530,CBK GANADO,1.16 €,0.00 €,0.00 €,ARN00001504,Pendiente,Pendiente,0.0,Canadá
C-001504,2023-04-14,2023-06-17,604.9,Crédito,Operación,Transacción no autorizada,Ropa y accesorios,Ganada,Francia,Sí,Uso no autorizado,604.90 €,Comercio_530,CBK GANADO,604.90 €,0.00 €,0.00 €,ARN00001504,Pendiente,Pendiente,0.0,Canadá
C-001505,2023-04-15,2023-06-15,329.92,Débito,Operación,Transacción no autorizada,Salud y belleza,Ganada,Francia,Sí,Uso no autorizado,329.92 €,Comercio_138,PRE-ARBITRAJE GANADO,329.92 €,0.00 €,0.00 €,ARN00001505,Pendiente,Pendiente,0.0,México
C-001505,2023-04-15,2023-07-06,1.27,Débito,Cambio de divisa,Transacción no autorizada,Salud y belleza,Ganada,Francia,Sí,Uso no autorizado,1.27 €,Comercio_138,PRE-ARBITRAJE GANADO,1.27 €,0.00 €,0.00 €,ARN00001505,Pendiente,Pendiente,0.0,México
C-001506,2023-04-16,2023-07-02,119.06,Crédito,Operación,Fraude sospechado,Entretenimiento,Ganada,Estados Unidos,Sí,Phishing,119.06 €,Comercio_1507,CBK GANADO,119.06 €,0.00 €,0.00 €,ARN00001506,Hecho,2023-04-16,715.42,México
C-001507,2023-04-17,2023-07-13,1.05,Débito,Cambio de divisa,Producto no recibido,Comida y bebidas,Ganada,Canadá,No,Fraude de identidad,1.05 €,Comercio_841,PRE-ARBITRAJE GANADO,1.05 €,0.00 €,0.00 €,ARN00001507,Hecho,2023-04-17,603.74,Australia
C-001507,2023-04-17,2023-07-12,141.28,Débito,Operación,Producto no recibido,Comida y bebidas,Ganada,Canadá,No,Fraude de identidad,141.28 €,Comercio_841,PRE-ARBITRAJE GANADO,141.28 €,0.00 €,0.00 €,ARN00001507,Hecho,2023-04-17,603.74,Australia
C-001508,2023-04-18,2023-06-30,258.25,Débito,Operación,Producto no recibido,Ropa y accesorios,Ganada,Francia,Sí,Robo de tarjeta,258.25 €,Comercio_1826,PRE-ARBITRAJE GANADO,258.25 €,0.00 €,0.00 €,ARN00001508,Pendiente,Pendiente,0.0,Australia
C-001509,2023-04-19,2023-07-04,985.54,Crédito,Operación,Transacción no autorizada,Entretenimiento,Ganada,Estados Unidos,No,Robo de tarjeta,985.54 €,Comercio_162,DEVOLUCIÓN COMERCIO,0.00 €,985.54 €,0.00 €,ARN00001509,Hecho,2023-04-19,343.3,Estados Unidos
C-001510,2023-04-20,2023-06-29,168.24,Débito,Operación,Fraude sospechado,Hogar y jardín,Perdida,Francia,No,Uso no autorizado,168.24 €,Comercio_142,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,168.24 €,ARN00001510,Hecho,2023-04-20,403.94,México
C-001511,2023-04-21,2023-07-14,116.05,Débito,Operación,Reembolso no procesado,Electrónica,Ganada,México,No,Phishing,116.05 €,Comercio_848,DEVOLUCIÓN COMERCIO,0.00 €,116.05 €,0.00 €,ARN00001511,Pendiente,Pendiente,0.0,Australia
C-001512,2023-04-22,2023-06-27,1.45,Crédito,Cambio de divisa,Fraude sospechado,Salud y belleza,Ganada,India,No,Phishing,1.45 €,Comercio_1653,PRE-ARBITRAJE GANADO,1.45 €,0.00 €,0.00 €,ARN00001512,Hecho,2023-04-22,184.26,Canadá
C-001512,2023-04-22,2023-06-28,941.55,Crédito,Operación,Fraude sospechado,Salud y belleza,Ganada,India,No,Phishing,941.55 €,Comercio_1653,PRE-ARBITRAJE GANADO,941.55 €,0.00 €,0.00 €,ARN00001512,Hecho,2023-04-22,184.26,Canadá
C-001513,2023-04-23,2023-07-01,710.27,Crédito,Operación,Producto no recibido,Ropa y accesorios,Ganada,Reino Unido,No,Robo de tarjeta,710.27 €,Comercio_887,DEVOLUCIÓN COMERCIO,0.00 €,710.27 €,0.00 €,ARN00001513,Pendiente,Pendiente,0.0,Australia
C-001514,2023-04-24,2023-07-23,766.94,Débito,Operación,Transacción no autorizada,Entretenimiento,Perdida,Australia,Sí,Fraude de identidad,766.94 €,Comercio_677,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,766.94 €,ARN00001514,Hecho,2023-04-24,332.96,Alemania
C-001515,2023-04-25,2023-07-14,183.01,Crédito,Operación,Producto no recibido,Salud y belleza,Perdida,India,Sí,Fraude de identidad,183.01 €,Comercio_93,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,183.01 €,ARN00001515,Hecho,2023-04-25,539.44,México
C-001515,2023-04-25,2023-07-20,0.84,Crédito,Cambio de divisa,Producto no recibido,Salud y belleza,Perdida,India,Sí,Fraude de identidad,0.84 €,Comercio_93,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.84 €,ARN00001515,Hecho,2023-04-25,539.44,México
C-001516,2023-04-26,2023-07-24,58.87,Crédito,Operación,Producto defectuoso,Electrónica,Ganada,Australia,No,Fraude de identidad,58.87 €,Comercio_1597,CBK GANADO,58.87 €,0.00 €,0.00 €,ARN00001516,Hecho,2023-04-26,851.45,Alemania
C-001517,2023-04-27,2023-07-02,0.81,Crédito,Cambio de divisa,Producto defectuoso,Ropa y accesorios,Perdida,Reino Unido,No,Fraude de identidad,0.81 €,Comercio_1433,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.81 €,ARN00001517,Hecho,2023-04-27,292.29,Estados Unidos
C-001517,2023-04-27,2023-07-09,366.83,Crédito,Operación,Producto defectuoso,Ropa y accesorios,Perdida,Reino Unido,No,Fraude de identidad,366.83 €,Comercio_1433,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,366.83 €,ARN00001517,Hecho,2023-04-27,292.29,Estados Unidos
C-001518,2023-04-28,2023-07-14,335.82,Crédito,Operación,Reembolso no procesado,Entretenimiento,Ganada,Reino Unido,No,Phishing,335.82 €,Comercio_170,CBK GANADO,335.82 €,0.00 €,0.00 €,ARN00001518,Hecho,2023-04-28,46.14,Australia
C-001519,2023-04-29,2023-07-03,814.6,Crédito,Operación,Producto defectuoso,Comida y bebidas,Perdida,Australia,No,Fraude de identidad,814.60 €,Comercio_741,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,814.60 €,ARN00001519,Hecho,2023-04-29,852.3,India
C-001520,2023-04-30,2023-07-29,791.11,Crédito,Operación,Transacción no autorizada,Entretenimiento,Ganada,Francia,No,Robo de tarjeta,791.11 €,Comercio_953,DEVOLUCIÓN COMERCIO,0.00 €,791.11 €,0.00 €,ARN00001520,Pendiente,Pendiente,0.0,India
C-001521,2023-05-01,2023-07-10,468.27,Débito,Operación,Producto no recibido,Comida y bebidas,Ganada,India,No,Fraude de identidad,468.27 €,Comercio_598,PRE-ARBITRAJE GANADO,468.27 €,0.00 €,0.00 €,ARN00001521,Hecho,2023-05-01,163.17,Canadá
C-001522,2023-05-02,2023-07-07,287.14,Crédito,Operación,Reembolso no procesado,Electrónica,Ganada,India,No,Uso no autorizado,287.14 €,Comercio_1761,DEVOLUCIÓN COMERCIO,0.00 €,287.14 €,0.00 €,ARN00001522,Hecho,2023-05-02,890.19,India
C-001523,2023-05-03,2023-07-02,109.56,Débito,Operación,Reembolso no procesado,Hogar y jardín,Ganada,Estados Unidos,Sí,Fraude amistoso,109.56 €,Comercio_1827,PRE-ARBITRAJE GANADO,109.56 €,0.00 €,0.00 €,ARN00001523,Pendiente,Pendiente,0.0,Canadá
C-001524,2023-05-04,2023-07-12,628.96,Crédito,Operación,Fraude sospechado,Salud y belleza,Perdida,Canadá,No,Fraude de identidad,628.96 €,Comercio_402,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,628.96 €,ARN00001524,Pendiente,Pendiente,0.0,Australia
C-001525,2023-05-05,2023-07-25,197.35,Crédito,Operación,Fraude sospechado,Hogar y jardín,Ganada,Francia,No,Phishing,197.35 €,Comercio_1525,DEVOLUCIÓN COMERCIO,0.00 €,197.35 €,0.00 €,ARN00001525,Pendiente,Pendiente,0.0,Canadá
C-001526,2023-05-06,2023-07-09,193.78,Débito,Operación,Producto defectuoso,Hogar y jardín,Ganada,India,No,Robo de tarjeta,193.78 €,Comercio_1477,PRE-ARBITRAJE GANADO,193.78 €,0.00 €,0.00 €,ARN00001526,Hecho,2023-05-06,555.17,India
C-001526,2023-05-06,2023-07-12,1.05,Débito,Cambio de divisa,Producto defectuoso,Hogar y jardín,Ganada,India,No,Robo de tarjeta,1.05 €,Comercio_1477,PRE-ARBITRAJE GANADO,1.05 €,0.00 €,0.00 €,ARN00001526,Hecho,2023-05-06,555.17,India
C-001527,2023-05-07,2023-07-18,840.53,Débito,Operación,Reembolso no procesado,Entretenimiento,Ganada,México,No,Robo de tarjeta,840.53 €,Comercio_441,CBK GANADO,840.53 €,0.00 €,0.00 €,ARN00001527,Hecho,2023-05-07,968.75,Alemania
C-001527,2023-05-07,2023-07-27,1.3,Débito,Cambio de divisa,Reembolso no procesado,Entretenimiento,Ganada,México,No,Robo de tarjeta,1.30 €,Comercio_441,CBK GANADO,1.30 €,0.00 €,0.00 €,ARN00001527,Hecho,2023-05-07,968.75,Alemania
C-001528,2023-05-08,2023-07-31,978.48,Crédito,Operación,Transacción no autorizada,Electrónica,Ganada,Reino Unido,Sí,Fraude de identidad,978.48 €,Comercio_1393,CBK GANADO,978.48 €,0.00 €,0.00 €,ARN00001528,Pendiente,Pendiente,0.0,México
C-001529,2023-05-09,2023-07-29,444.65,Crédito,Operación,Producto no recibido,Entretenimiento,Perdida,Reino Unido,No,Fraude de identidad,444.65 €,Comercio_90,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,444.65 €,ARN00001529,Hecho,2023-05-09,431.73,India
C-001530,2023-05-10,2023-07-30,1.19,Débito,Cambio de divisa,Producto no recibido,Comida y bebidas,Perdida,Canadá,Sí,Fraude de identidad,1.19 €,Comercio_606,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.19 €,ARN00001530,Pendiente,Pendiente,0.0,México
C-001530,2023-05-10,2023-08-05,921.22,Débito,Operación,Producto no recibido,Comida y bebidas,Perdida,Canadá,Sí,Fraude de identidad,921.22 €,Comercio_606,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,921.22 €,ARN00001530,Pendiente,Pendiente,0.0,México
C-001531,2023-05-11,2023-07-23,566.25,Crédito,Operación,Transacción no autorizada,Ropa y accesorios,Perdida,Australia,No,Robo de tarjeta,566.25 €,Comercio_41,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,566.25 €,ARN00001531,Hecho,2023-05-11,578.1,Alemania
