ID del caso,Fecha de transacción,Fecha de disputa,Monto de la transacción (USD),Tipo de tarjeta,Tipo de operación,Motivo del chargeback,Categoría del comercio,Estado de la disputa,País del cliente,Caso fallido,Tipología de fraude,Transaction_Amount,Merchant_Name,Chargeback_Status,Recuperación_CBKs,Devoluciones_Comercio,Fallido,ARN de la operación,Estado del informe,Fecha del informe,Fraude evitado (USD),País del Merchant
C-000383,2023-07-02,2023-09-26,696.3,Débito,Operación,Producto no recibido,Entretenimiento,Ganada,Australia,Sí,Phishing,696.30 €,Comercio_1725,PRE-ARBITRAJE GANADO,696.30 €,0.00 €,0.00 €,ARN00000383,Pendiente,Pendiente,0.0,India
C-000384,2023-07-03,2023-09-14,871.34,Crédito,Operación,Duplicación de cargos,Ropa y accesorios,Ganada,Australia,Sí,Robo de tarjeta,871.34 €,Comercio_469,CBK GANADO,871.34 €,0.00 €,0.00 €,ARN00000384,Hecho,2023-07-03,687.22,Canadá
C-000384,2023-07-03,2023-09-13,1.44,Crédito,Cambio de divisa,Duplicación de cargos,Ropa y accesorios,Ganada,Australia,Sí,Robo de tarjeta,1.44 €,Comercio_469,CBK GANADO,1.44 €,0.00 €,0.00 €,ARN00000384,Hecho,2023-07-03,687.22,Canadá
C-000385,2023-07-04,2023-09-20,74.57,Débito,Operación,Duplicación de cargos,Comida y bebidas,Ganada,India,Sí,Phishing,74.57 €,Comercio_1902,PRE-ARBITRAJE GANADO,74.57 €,0.00 €,0.00 €,ARN00000385,Hecho,2023-07-04,87.2,India
C-000386,2023-07-05,2023-09-24,551.39,Débito,Operación,Producto no recibido,Ropa y accesorios,Ganada,Alemania,Sí,Fraude de identidad,551.39 €,Comercio_727,DEVOLUCIÓN COMERCIO,0.00 €,551.39 €,0.00 €,ARN00000386,Pendiente,Pendiente,0.0,India
C-000387,2023-07-06,2023-09-11,38.53,Débito,Operación,Duplicación de cargos,Comida y bebidas,Ganada,Alemania,Sí,Fraude de identidad,38.53 €,Comercio_1889,DEVOLUCIÓN COMERCIO,0.00 €,38.53 €,0.00 €,ARN00000387,Pendiente,Pendiente,0.0,Canadá
C-000388,2023-07-07,2023-09-08,0.93,Débito,Cambio de divisa,Transacción no autorizada,Salud y belleza,Ganada,Alemania,No,Uso no autorizado,0.93 €,Comercio_79,PRE-ARBITRAJE GANADO,0.93 €,0.00 €,0.00 €,ARN00000388,Hecho,2023-07-07,969.9,Estados Unidos
C-000388,2023-07-07,2023-09-15,440.81,Débito,Operación,Transacción no autorizada,Salud y belleza,Ganada,Alemania,No,Uso no autorizado,440.81 €,Comercio_79,PRE-ARBITRAJE GANADO,440.81 €,0.00 €,0.00 €,ARN00000388,Hecho,2023-07-07,969.9,Estados Unidos
C-000389,2023-07-08,2023-09-06,305.08,Débito,Operación,Transacción no autorizada,Hogar y jardín,Ganada,México,No,Fraude amistoso,305.08 €,Comercio_1134,CBK GANADO,305.08 €,0.00 €,0.00 €,ARN00000389,Hecho,2023-07-08,487.8,Canadá
C-000390,2023-07-09,2023-10-02,432.77,Débito,Operación,Duplicación de cargos,Electrónica,Ganada,México,No,Robo de tarjeta,432.77 €,Comercio_678,DEVOLUCIÓN COMERCIO,0.00 €,432.77 €,0.00 €,ARN00000390,Pendiente,Pendiente,0.0,Canadá
C-000391,2023-07-10,2023-09-15,1.05,Débito,Cambio de divisa,Reembolso no procesado,Ropa y accesorios,Perdida,Francia,Sí,Phishing,1.05 €,Comercio_1324,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.05 €,ARN00000391,Pendiente,Pendiente,0.0,Canadá
C-000391,2023-07-10,2023-09-25,414.25,Débito,Operación,Reembolso no procesado,Ropa y accesorios,Perdida,Francia,Sí,Phishing,414.25 €,Comercio_1324,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,414.25 €,ARN00000391,Pendiente,Pendiente,0.0,Canadá
C-000392,2023-07-11,2023-09-17,679.43,Débito,Operación,Transacción no autorizada,Hogar y jardín,Ganada,Estados Unidos,No,Robo de tarjeta,679.43 €,Comercio_385,PRE-ARBITRAJE GANADO,679.43 €,0.00 €,0.00 €,ARN00000392,Hecho,2023-07-11,756.55,Australia
C-000393,2023-07-12,2023-09-22,1.38,Crédito,Cambio de divisa,Producto defectuoso,Comida y bebidas,Ganada,México,Sí,Fraude amistoso,1.38 €,Comercio_752,DEVOLUCIÓN COMERCIO,0.00 €,1.38 €,0.00 €,ARN00000393,Hecho,2023-07-12,351.63,India
C-000393,2023-07-12,2023-09-25,78.78,Crédito,Operación,Producto defectuoso,Comida y bebidas,Ganada,México,Sí,Fraude amistoso,78.78 €,Comercio_752,DEVOLUCIÓN COMERCIO,0.00 €,78.78 €,0.00 €,ARN00000393,Hecho,2023-07-12,351.63,India
C-000394,2023-07-13,2023-10-10,590.89,Crédito,Operación,Fraude sospechado,Comida y bebidas,Ganada,Alemania,Sí,Uso no autorizado,590.89 €,Comercio_146,PRE-ARBITRAJE GANADO,590.89 €,0.00 €,0.00 €,ARN00000394,Pendiente,Pendiente,0.0,India
C-000395,2023-07-14,2023-10-11,0.82,Débito,Cambio de divisa,Fraude sospechado,Hogar y jardín,Perdida,Canadá,Sí,Robo de tarjeta,0.82 €,Comercio_655,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.82 €,ARN00000395,Pendiente,Pendiente,0.0,Canadá
C-000395,2023-07-14,2023-10-10,633.85,Débito,Operación,Fraude sospechado,Hogar y jardín,Perdida,Canadá,Sí,Robo de tarjeta,633.85 €,Comercio_655,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,633.85 €,ARN00000395,Pendiente,Pendiente,0.0,Canadá
C-000396,2023-07-15,2023-10-09,598.39,Crédito,Operación,Duplicación de cargos,Salud y belleza,Ganada,Reino Unido,No,Phishing,598.39 €,Comercio_302,CBK GANADO,598.39 €,0.00 €,0.00 €,ARN00000396,Pendiente,Pendiente,0.0,México
C-000397,2023-07-16,2023-10-08,716.7,Crédito,Operación,Transacción no autorizada,Comida y bebidas,Ganada,Reino Unido,No,Phishing,716.70 €,Comercio_110,PRE-ARBITRAJE GANADO,716.70 €,0.00 €,0.00 €,ARN00000397,Hecho,2023-07-16,994.87,Alemania
C-000398,2023-07-17,2023-09-28,620.01,Débito,Operación,Producto no recibido,Salud y belleza,Ganada,Canadá,No,Robo de tarjeta,620.01 €,Comercio_525,CBK GANADO,620.01 €,0.00 €,0.00 €,ARN00000398,Pendiente,Pendiente,0.0,Alemania
C-000398,2023-07-17,2023-10-08,1.07,Débito,Cambio de divisa,Producto no recibido,Salud y belleza,Ganada,Canadá,No,Robo de tarjeta,1.07 €,Comercio_525,CBK GANADO,1.07 €,0.00 €,0.00 €,ARN00000398,Pendiente,Pendiente,0.0,Alemania
C-000399,2023-07-18,2023-10-01,512.73,Débito,Operación,Transacción no autorizada,Hogar y jardín,Ganada,Estados Unidos,Sí,Fraude amistoso,512.73 €,Comercio_421,DEVOLUCIÓN COMERCIO,0.00 €,512.73 €,0.00 €,ARN00000399,Pendiente,Pendiente,0.0,India
C-000399,2023-07-18,2023-10-11,1.34,Débito,Cambio de divisa,Transacción no autorizada,Hogar y jardín,Ganada,Estados Unidos,Sí,Fraude amistoso,1.34 €,Comercio_421,DEVOLUCIÓN COMERCIO,0.00 €,1.34 €,0.00 €,ARN00000399,Pendiente,Pendiente,0.0,India
C-000400,2023-07-19,2023-10-16,827.02,Crédito,Operación,Producto defectuoso,Hogar y jardín,Perdida,Australia,Sí,Phishing,827.02 €,Comercio_1415,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,827.02 €,ARN00000400,Hecho,2023-07-19,875.75,India
C-000401,2023-01-01,2023-03-18,229.38,Crédito,Operación,Producto no recibido,Entretenimiento,Perdida,México,No,Fraude de identidad,229.38 €,Comercio_259,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,229.38 €,ARN00000401,Hecho,2023-01-01,657.01,Canadá
C-000401,2023-01-01,2023-03-27,1.23,Crédito,Cambio de divisa,Producto no recibido,Entretenimiento,Perdida,México,No,Fraude de identidad,1.23 €,Comercio_259,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.23 €,ARN00000401,Hecho,2023-01-01,657.01,Canadá
C-000402,2023-01-02,2023-03-27,897.15,Débito,Operación,Reembolso no procesado,Entretenimiento,Perdida,India,No,Phishing,897.15 €,Comercio_1047,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,897.15 €,ARN00000402,Pendiente,Pendiente,0.0,Australia
C-000403,2023-01-03,2023-03-23,490.8,Crédito,Operación,Producto no recibido,Comida y bebidas,Ganada,Estados Unidos,Sí,Phishing,490.80 €,Comercio_1017,PRE-ARBITRAJE GANADO,490.80 €,0.00 €,0.00 €,ARN00000403,Pendiente,Pendiente,0.0,Estados Unidos
C-000403,2023-01-03,2023-03-22,0.92,Crédito,Cambio de divisa,Producto no recibido,Comida y bebidas,Ganada,Estados Unidos,Sí,Phishing,0.92 €,Comercio_1017,PRE-ARBITRAJE GANADO,0.92 €,0.00 €,0.00 €,ARN00000403,Pendiente,Pendiente,0.0,Estados Unidos
C-000404,2023-01-04,2023-03-12,482.83,Crédito,Operación,Producto defectuoso,Ropa y accesorios,Ganada,Estados Unidos,Sí,Phishing,482.83 €,Comercio_1503,PRE-ARBITRAJE GANADO,482.83 €,0.00 €,0.00 €,ARN00000404,Pendiente,Pendiente,0.0,India
C-000404,2023-01-04,2023-03-29,1.26,Crédito,Cambio de divisa,Producto defectuoso,Ropa y accesorios,Ganada,Estados Unidos,Sí,Phishing,1.26 €,Comercio_1503,PRE-ARBITRAJE GANADO,1.26 €,0.00 €,0.00 €,ARN00000404,Pendiente,Pendiente,0.0,India
C-000405,2023-01-05,2023-03-14,152.95,Débito,Operación,Reembolso no procesado,Electrónica,Ganada,Francia,No,Robo de tarjeta,152.95 €,Comercio_1843,PRE-ARBITRAJE GANADO,152.95 €,0.00 €,0.00 €,ARN00000405,Pendiente,Pendiente,0.0,Australia
C-000406,2023-01-06,2023-03-14,829.85,Crédito,Operación,Fraude sospechado,Comida y bebidas,Ganada,Estados Unidos,Sí,Phishing,829.85 €,Comercio_281,CBK GANADO,829.85 €,0.00 €,0.00 €,ARN00000406,Hecho,2023-01-06,568.01,Estados Unidos
C-000407,2023-01-07,2023-03-30,313.0,Débito,Operación,Reembolso no procesado,Hogar y jardín,Ganada,Francia,No,Uso no autorizado,313.00 €,Comercio_1848,CBK GANADO,313.00 €,0.00 €,0.00 €,ARN00000407,Hecho,2023-01-07,672.48,Estados Unidos
C-000408,2023-01-08,2023-04-08,281.29,Débito,Operación,Reembolso no procesado,Entretenimiento,Ganada,Canadá,No,Robo de tarjeta,281.29 €,Comercio_1201,PRE-ARBITRAJE GANADO,281.29 €,0.00 €,0.00 €,ARN00000408,Pendiente,Pendiente,0.0,Alemania
C-000408,2023-01-08,2023-03-29,0.96,Débito,Cambio de divisa,Reembolso no procesado,Entretenimiento,Ganada,Canadá,No,Robo de tarjeta,0.96 €,Comercio_1201,PRE-ARBITRAJE GANADO,0.96 €,0.00 €,0.00 €,ARN00000408,Pendiente,Pendiente,0.0,Alemania
C-000409,2023-01-09,2023-04-07,686.87,Crédito,Operación,Transacción no autorizada,Entretenimiento,Ganada,Australia,Sí,Fraude amistoso,686.87 €,Comercio_952,CBK GANADO,686.87 €,0.00 €,0.00 €,ARN00000409,Hecho,2023-01-09,578.11,Australia
C-000410,2023-01-10,2023-04-10,526.82,Crédito,Operación,Reembolso no procesado,Ropa y accesorios,Ganada,Reino Unido,No,Fraude de identidad,526.82 €,Comercio_1871,PRE-ARBITRAJE GANADO,526.82 €,0.00 €,0.00 €,ARN00000410,Hecho,2023-01-10,44.64,Estados Unidos
C-000411,2023-01-11,2023-03-31,19.06,Crédito,Operación,Producto no recibido,Comida y bebidas,Ganada,Estados Unidos,Sí,Uso no autorizado,19.06 €,Comercio_302,PRE-ARBITRAJE GANADO,19.06 €,0.00 €,0.00 €,ARN00000411,Pendiente,Pendiente,0.0,México
C-000412,2023-01-12,2023-03-20,120.1,Débito,Operación,Fraude sospechado,Comida y bebidas,Ganada,Francia,Sí,Fraude de identidad,120.10 €,Comercio_1316,CBK GANADO,120.10 €,0.00 €,0.00 €,ARN00000412,Hecho,2023-01-12,478.15,Australia
C-000413,2023-01-13,2023-03-22,424.4,Crédito,Operación,Fraude sospechado,Entretenimiento,Ganada,Canadá,No,Fraude amistoso,424.40 €,Comercio_465,PRE-ARBITRAJE GANADO,424.40 €,0.00 €,0.00 €,ARN00000413,Pendiente,Pendiente,0.0,India
C-000414,2023-01-14,2023-04-11,410.73,Débito,Operación,Producto defectuoso,Comida y bebidas,Ganada,Alemania,Sí,Uso no autorizado,410.73 €,Comercio_124,PRE-ARBITRAJE GANADO,410.73 €,0.00 €,0.00 €,ARN00000414,Pendiente,Pendiente,0.0,México
C-000414,2023-01-14,2023-03-31,1.24,Débito,Cambio de divisa,Producto defectuoso,Comida y bebidas,Ganada,Alemania,Sí,Uso no autorizado,1.24 €,Comercio_124,PRE-ARBITRAJE GANADO,1.24 €,0.00 €,0.00 €,ARN00000414,Pendiente,Pendiente,0.0,México
C-000415,2023-01-15,2023-03-28,0.85,Crédito,Cambio de divisa,Duplicación de cargos,Entretenimiento,Ganada,Australia,Sí,Fraude amistoso,0.85 €,Comercio_1916,CBK GANADO,0.85 €,0.00 €,0.00 €,ARN00000415,Hecho,2023-01-15,576.31,Alemania
C-000415,2023-01-15,2023-04-03,208.13,Crédito,Operación,Duplicación de cargos,Entretenimiento,Ganada,Australia,Sí,Fraude amistoso,208.13 €,Comercio_1916,CBK GANADO,208.13 €,0.00 €,0.00 €,ARN00000415,Hecho,2023-01-15,576.31,Alemania
C-000416,2023-01-16,2023-04-13,668.42,Crédito,Operación,Producto no recibido,Hogar y jardín,Ganada,India,No,Phishing,668.42 €,Comercio_249,CBK GANADO,668.42 €,0.00 €,0.00 €,ARN00000416,Pendiente,Pendiente,0.0,México
C-000416,2023-01-16,2023-03-21,1.09,Crédito,Cambio de divisa,Producto no recibido,Hogar y jardín,Ganada,India,No,Phishing,1.09 €,Comercio_249,CBK GANADO,1.09 €,0.00 €,0.00 €,ARN00000416,Pendiente,Pendiente,0.0,México
C-000417,2023-01-17,2023-04-02,735.11,Débito,Operación,Producto defectuoso,Comida y bebidas,Ganada,India,No,Fraude de identidad,735.11 €,Comercio_1919,PRE-ARBITRAJE GANADO,735.11 €,0.00 €,0.00 €,ARN00000417,Pendiente,Pendiente,0.0,Alemania
C-000417,2023-01-17,2023-03-26,0.95,Débito,Cambio de divisa,Producto defectuoso,Comida y bebidas,Ganada,India,No,Fraude de identidad,0.95 €,Comercio_1919,PRE-ARBITRAJE GANADO,0.95 €,0.00 €,0.00 €,ARN00000417,Pendiente,Pendiente,0.0,Alemania
C-000418,2023-01-18,2023-03-22,458.98,Débito,Operación,Duplicación de cargos,Comida y bebidas,Ganada,India,No,Phishing,458.98 €,Comercio_1173,DEVOLUCIÓN COMERCIO,0.00 €,458.98 €,0.00 €,ARN00000418,Hecho,2023-01-18,981.52,Estados Unidos
C-000419,2023-01-19,2023-04-01,335.57,Débito,Operación,Fraude sospechado,Comida y bebidas,Ganada,Canadá,Sí,Fraude amistoso,335.57 €,Comercio_911,CBK GANADO,335.57 €,0.00 €,0.00 €,ARN00000419,Pendiente,Pendiente,0.0,Canadá
C-000419,2023-01-19,2023-04-12,1.19,Débito,Cambio de divisa,Fraude sospechado,Comida y bebidas,Ganada,Canadá,Sí,Fraude amistoso,1.19 €,Comercio_911,CBK GANADO,1.19 €,0.00 €,0.00 €,ARN00000419,Pendiente,Pendiente,0.0,Canadá
C-000420,2023-01-20,2023-03-23,735.35,Crédito,Operación,Reembolso no procesado,Electrónica,Ganada,Estados Unidos,No,Phishing,735.35 €,Comercio_1052,DEVOLUCIÓN COMERCIO,0.00 €,735.35 €,0.00 €,ARN00000420,Pendiente,Pendiente,0.0,Canadá
C-000421,2023-01-21,2023-04-07,918.27,Crédito,Operación,Duplicación de cargos,Comida y bebidas,Ganada,Canadá,No,Robo de tarjeta,918.27 €,Comercio_1646,PRE-ARBITRAJE GANADO,918.27 €,0.00 €,0.00 €,ARN00000421,Pendiente,Pendiente,0.0,Canadá
C-000421,2023-01-21,2023-04-08,1.22,Crédito,Cambio de divisa,Duplicación de cargos,Comida y bebidas,Ganada,Canadá,No,Robo de tarjeta,1.22 €,Comercio_1646,PRE-ARBITRAJE GANADO,1.22 €,0.00 €,0.00 €,ARN00000421,Pendiente,Pendiente,0.0,Canadá
C-000422,2023-01-22,2023-04-05,843.78,Crédito,Operación,Reembolso no procesado,Comida y bebidas,Ganada,Reino Unido,No,Phishing,843.78 €,Comercio_866,DEVOLUCIÓN COMERCIO,0.00 €,843.78 €,0.00 €,ARN00000422,Pendiente,Pendiente,0.0,India
C-000422,2023-01-22,2023-04-05,0.99,Crédito,Cambio de divisa,Reembolso no procesado,Comida y bebidas,Ganada,Reino Unido,No,Phishing,0.99 €,Comercio_866,DEVOLUCIÓN COMERCIO,0.00 €,0.99 €,0.00 €,ARN00000422,Pendiente,Pendiente,0.0,India
C-000423,2023-01-23,2023-04-23,319.74,Crédito,Operación,Transacción no autorizada,Entretenimiento,Perdida,Alemania,Sí,Fraude amistoso,319.74 €,Comercio_822,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,319.74 €,ARN00000423,Pendiente,Pendiente,0.0,Australia
C-000423,2023-01-23,2023-03-26,0.94,Crédito,Cambio de divisa,Transacción no autorizada,Entretenimiento,Perdida,Alemania,Sí,Fraude amistoso,0.94 €,Comercio_822,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.94 €,ARN00000423,Pendiente,Pendiente,0.0,Australia
C-000424,2023-01-24,2023-03-31,596.74,Débito,Operación,Transacción no autorizada,Electrónica,Ganada,Francia,No,Uso no autorizado,596.74 €,Comercio_244,CBK GANADO,596.74 €,0.00 €,0.00 €,ARN00000424,Pendiente,Pendiente,0.0,México
C-000425,2023-01-25,2023-04-11,1.13,Débito,Cambio de divisa,Duplicación de cargos,Hogar y jardín,Ganada,Canadá,Sí,Robo de tarjeta,1.13 €,Comercio_322,DEVOLUCIÓN COMERCIO,0.00 €,1.13 €,0.00 €,ARN00000425,Pendiente,Pendiente,0.0,Australia
C-000425,2023-01-25,2023-03-29,32.29,Débito,Operación,Duplicación de cargos,Hogar y jardín,Ganada,Canadá,Sí,Robo de tarjeta,32.29 €,Comercio_322,DEVOLUCIÓN COMERCIO,0.00 €,32.29 €,0.00 €,ARN00000425,Pendiente,Pendiente,0.0,Australia
C-000426,2023-01-26,2023-04-03,429.04,Débito,Operación,Producto no recibido,Hogar y jardín,Ganada,Estados Unidos,No,Fraude de identidad,429.04 €,Comercio_376,CBK GANADO,429.04 €,0.00 €,0.00 €,ARN00000426,Hecho,2023-01-26,339.07,Canadá
C-000427,2023-01-27,2023-04-04,1.38,Débito,Cambio de divisa,Producto defectuoso,Electrónica,Ganada,India,Sí,Uso no autorizado,1.38 €,Comercio_1668,DEVOLUCIÓN COMERCIO,0.00 €,1.38 €,0.00 €,ARN00000427,Hecho,2023-01-27,736.54,Estados Unidos
C-000427,2023-01-27,2023-04-14,300.24,Débito,Operación,Producto defectuoso,Electrónica,Ganada,India,Sí,Uso no autorizado,300.24 €,Comercio_1668,DEVOLUCIÓN COMERCIO,0.00 €,300.24 €,0.00 €,ARN00000427,Hecho,2023-01-27,736.54,Estados Unidos
C-000428,2023-01-28,2023-04-20,0.89,Crédito,Cambio de divisa,Transacción no autorizada,Electrónica,Ganada,Canadá,No,Phishing,0.89 €,Comercio_643,CBK GANADO,0.89 €,0.00 €,0.00 €,ARN00000428,Pendiente,Pendiente,0.0,Alemania
C-000428,2023-01-28,2023-04-10,26.93,Crédito,Operación,Transacción no autorizada,Electrónica,Ganada,Canadá,No,Phishing,26.93 €,Comercio_643,CBK GANADO,26.93 €,0.00 €,0.00 €,ARN00000428,Pendiente,Pendiente,0.0,Alemania
C-000429,2023-01-29,2023-04-18,32.63,Crédito,Operación,Producto defectuoso,Salud y belleza,Ganada,Francia,Sí,Robo de tarjeta,32.63 €,Comercio_1052,DEVOLUCIÓN COMERCIO,0.00 €,32.63 €,0.00 €,ARN00000429,Hecho,2023-01-29,158.1,Canadá
C-000430,2023-01-30,2023-04-06,895.1,Crédito,Operación,Producto no recibido,Salud y belleza,Ganada,Alemania,Sí,Fraude de identidad,895.10 €,Comercio_105,CBK GANADO,895.10 €,0.00 €,0.00 €,ARN00000430,Pendiente,Pendiente,0.0,México
C-000431,2023-01-31,2023-04-09,262.4,Crédito,Operación,Producto defectuoso,Hogar y jardín,Ganada,Francia,No,Fraude de identidad,262.40 €,Comercio_705,CBK GANADO,262.40 €,0.00 €,0.00 €,ARN00000431,Hecho,2023-01-31,386.25,Alemania
C-000432,2023-02-01,2023-04-14,748.51,Débito,Operación,Fraude sospechado,Hogar y jardín,Perdida,Francia,No,Robo de tarjeta,748.51 €,Comercio_244,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,748.51 €,ARN00000432,Pendiente,Pendiente,0.0,México
C-000432,2023-02-01,2023-04-10,0.99,Débito,Cambio de divisa,Fraude sospechado,Hogar y jardín,Perdida,Francia,No,Robo de tarjeta,0.99 €,Comercio_244,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.99 €,ARN00000432,Pendiente,Pendiente,0.0,México
C-000433,2023-02-02,2023-04-27,799.88,Débito,Operación,Duplicación de cargos,Comida y bebidas,Perdida,Reino Unido,No,Fraude amistoso,799.88 €,Comercio_1801,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,799.88 €,ARN00000433,Hecho,2023-02-02,952.81,México
C-000434,2023-02-03,2023-04-28,770.88,Crédito,Operación,Reembolso no procesado,Entretenimiento,Ganada,Australia,No,Fraude amistoso,770.88 €,Comercio_844,PRE-ARBITRAJE GANADO,770.88 €,0.00 €,0.00 €,ARN00000434,Hecho,2023-02-03,118.33,Canadá
C-000434,2023-02-03,2023-04-18,1.37,Crédito,Cambio de divisa,Reembolso no procesado,Entretenimiento,Ganada,Australia,No,Fraude amistoso,1.37 €,Comercio_844,PRE-ARBITRAJE GANADO,1.37 €,0.00 €,0.00 €,ARN00000434,Hecho,2023-02-03,118.33,Canadá
C-000435,2023-02-04,2023-04-29,127.48,Débito,Operación,Producto defectuoso,Ropa y accesorios,Ganada,India,Sí,Fraude de identidad,127.48 €,Comercio_503,DEVOLUCIÓN COMERCIO,0.00 €,127.48 €,0.00 €,ARN00000435,Pendiente,Pendiente,0.0,Alemania
C-000436,2023-02-05,2023-04-08,1.07,Débito,Cambio de divisa,Reembolso no procesado,Ropa y accesorios,Ganada,Francia,Sí,Fraude de identidad,1.07 €,Comercio_341,PRE-ARBITRAJE GANADO,1.07 €,0.00 €,0.00 €,ARN00000436,Hecho,2023-02-05,233.5,Australia
C-000436,2023-02-05,2023-04-17,612.46,Débito,Operación,Reembolso no procesado,Ropa y accesorios,Ganada,Francia,Sí,Fraude de identidad,612.46 €,Comercio_341,PRE-ARBITRAJE GANADO,612.46 €,0.00 €,0.00 €,ARN00000436,Hecho,2023-02-05,233.5,Australia
C-000437,2023-02-06,2023-04-14,625.77,Crédito,Operación,Duplicación de cargos,Salud y belleza,Ganada,Alemania,Sí,Fraude amistoso,625.77 €,Comercio_1988,CBK GANADO,625.77 €,0.00 €,0.00 €,ARN00000437,Hecho,2023-02-06,552.99,Canadá
C-000438,2023-02-07,2023-05-02,904.2,Débito,Operación,Producto defectuoso,Salud y belleza,Ganada,Alemania,No,Fraude amistoso,904.20 €,Comercio_503,DEVOLUCIÓN COMERCIO,0.00 €,904.20 €,0.00 €,ARN00000438,Hecho,2023-02-07,877.17,Alemania
C-000439,2023-02-08,2023-04-14,490.58,Débito,Operación,Producto no recibido,Ropa y accesorios,Ganada,Reino Unido,Sí,Fraude amistoso,490.58 €,Comercio_161,CBK GANADO,490.58 €,0.00 €,0.00 €,ARN00000439,Hecho,2023-02-08,56.73,Canadá
C-000440,2023-02-09,2023-04-27,95.78,Crédito,Operación,Producto defectuoso,Electrónica,Ganada,Alemania,Sí,Robo de tarjeta,95.78 €,Comercio_878,CBK GANADO,95.78 €,0.00 €,0.00 €,ARN00000440,Hecho,2023-02-09,315.15,México
C-000441,2023-02-10,2023-04-19,1.17,Crédito,Cambio de divisa,Producto defectuoso,Hogar y jardín,Ganada,Estados Unidos,No,Fraude de identidad,1.17 €,Comercio_1805,PRE-ARBITRAJE GANADO,1.17 €,0.00 €,0.00 €,ARN00000441,Hecho,2023-02-10,712.43,Australia
C-000441,2023-02-10,2023-05-06,784.23,Crédito,Operación,Producto defectuoso,Hogar y jardín,Ganada,Estados Unidos,No,Fraude de identidad,784.23 €,Comercio_1805,PRE-ARBITRAJE GANADO,784.23 €,0.00 €,0.00 €,ARN00000441,Hecho,2023-02-10,712.43,Australia
C-000442,2023-02-11,2023-04-26,854.71,Crédito,Operación,Producto no recibido,Electrónica,Ganada,Estados Unidos,Sí,Fraude amistoso,854.71 €,Comercio_402,CBK GANADO,854.71 €,0.00 €,0.00 €,ARN00000442,Pendiente,Pendiente,0.0,Australia
C-000442,2023-02-11,2023-04-29,1.08,Crédito,Cambio de divisa,Producto no recibido,Electrónica,Ganada,Estados Unidos,Sí,Fraude amistoso,1.08 €,Comercio_402,CBK GANADO,1.08 €,0.00 €,0.00 €,ARN00000442,Pendiente,Pendiente,0.0,Australia
C-000443,2023-02-12,2023-04-14,0.82,Débito,Cambio de divisa,Transacción no autorizada,Hogar y jardín,Ganada,Francia,Sí,Uso no autorizado,0.82 €,Comercio_930,CBK GANADO,0.82 €,0.00 €,0.00 €,ARN00000443,Hecho,2023-02-12,900.94,México
C-000443,2023-02-12,2023-05-02,807.6,Débito,Operación,Transacción no autorizada,Hogar y jardín,Ganada,Francia,Sí,Uso no autorizado,807.60 €,Comercio_930,CBK GANADO,807.60 €,0.00 €,0.00 €,ARN00000443,Hecho,2023-02-12,900.94,México
C-000444,2023-02-13,2023-04-21,1.28,Débito,Cambio de divisa,Transacción no autorizada,Electrónica,Ganada,Alemania,Sí,Fraude de identidad,1.28 €,Comercio_1965,DEVOLUCIÓN COMERCIO,0.00 €,1.28 €,0.00 €,ARN00000444,Hecho,2023-02-13,125.61,India
C-000444,2023-02-13,2023-04-29,763.06,Débito,Operación,Transacción no autorizada,Electrónica,Ganada,Alemania,Sí,Fraude de identidad,763.06 €,Comercio_1965,DEVOLUCIÓN COMERCIO,0.00 €,763.06 €,0.00 €,ARN00000444,Hecho,2023-02-13,125.61,India
C-000445,2023-02-14,2023-05-11,359.48,Débito,Operación,Fraude sospechado,Electrónica,Ganada,Canadá,Sí,Fraude de identidad,359.48 €,Comercio_1234,PRE-ARBITRAJE GANADO,359.48 €,0.00 €,0.00 €,ARN00000445,Hecho,2023-02-14,142.3,Canadá
C-000445,2023-02-14,2023-04-23,1.25,Débito,Cambio de divisa,Fraude sospechado,Electrónica,Ganada,Canadá,Sí,Fraude de identidad,1.25 €,Comercio_1234,PRE-ARBITRAJE GANADO,1.25 €,0.00 €,0.00 €,ARN00000445,Hecho,2023-02-14,142.3,Canadá
C-000446,2023-02-15,2023-05-16,1.23,Débito,Cambio de divisa,Duplicación de cargos,Entretenimiento,Ganada,India,Sí,Fraude de identidad,1.23 €,Comercio_1632,PRE-ARBITRAJE GANADO,1.23 €,0.00 €,0.00 €,ARN00000446,Hecho,2023-02-15,608.89,Alemania
